BHK,Rent,Size,Area Type,City,Furnishing Status,Bathroom,Size_per_BHK,Bathroom_per_BHK,Total_rooms
1,20000,450,Super Area,Delhi,Unfurnished,1,450.0,1.0,2
2,17000,800,Carpet Area,Delhi,Unfurnished,2,400.0,1.0,4
1,9500,400,Super Area,Delhi,Furnished,1,400.0,1.0,2
1,5000,450,Super Area,Delhi,Unfurnished,1,450.0,1.0,2
3,27000,1800,Carpet Area,Delhi,Semi-Furnished,3,600.0,1.0,6
3,29000,1800,Carpet Area,Delhi,Semi-Furnished,3,600.0,1.0,6
3,29000,2000,Carpet Area,Delhi,Semi-Furnished,3,666.6666666666666,1.0,6
3,35000,1800,Carpet Area,Delhi,Semi-Furnished,3,600.0,1.0,6
3,37000,1800,Carpet Area,Delhi,Semi-Furnished,3,600.0,1.0,6
3,30000,1800,Carpet Area,Delhi,Semi-Furnished,3,600.0,1.0,6
1,8500,600,Carpet Area,Delhi,Semi-Furnished,1,600.0,1.0,2
1,11000,350,Super Area,Delhi,Furnished,1,350.0,1.0,2
2,14000,100,Super Area,Delhi,Semi-Furnished,2,50.0,1.0,4
3,55000,1800,Carpet Area,Delhi,Unfurnished,3,600.0,1.0,6
2,25000,900,Carpet Area,Delhi,Semi-Furnished,2,450.0,1.0,4
1,5000,500,Super Area,Delhi,Semi-Furnished,1,500.0,1.0,2
3,30000,1800,Carpet Area,Delhi,Semi-Furnished,3,600.0,1.0,6
1,10000,500,Carpet Area,Delhi,Unfurnished,1,500.0,1.0,2
1,11000,500,Super Area,Delhi,Unfurnished,1,500.0,1.0,2
2,35000,1000,Super Area,Delhi,Semi-Furnished,2,500.0,1.0,4
2,13000,400,Carpet Area,Delhi,Semi-Furnished,2,200.0,1.0,4
2,13000,900,Super Area,Delhi,Semi-Furnished,2,450.0,1.0,4
1,11000,480,Carpet Area,Delhi,Unfurnished,1,480.0,1.0,2
1,13000,180,Carpet Area,Delhi,Unfurnished,1,180.0,1.0,2
2,33000,1000,Carpet Area,Delhi,Unfurnished,2,500.0,1.0,4
1,9000,550,Super Area,Delhi,Semi-Furnished,1,550.0,1.0,2
1,20000,650,Carpet Area,Delhi,Semi-Furnished,1,650.0,1.0,2
1,13500,520,Super Area,Delhi,Furnished,1,520.0,1.0,2
1,14000,850,Super Area,Delhi,Semi-Furnished,1,850.0,1.0,2
2,18000,850,Carpet Area,Delhi,Semi-Furnished,2,425.0,1.0,4
2,22000,950,Super Area,Delhi,Unfurnished,2,475.0,1.0,4
1,4000,120,Super Area,Delhi,Unfurnished,1,120.0,1.0,2
1,7500,200,Carpet Area,Delhi,Unfurnished,1,200.0,1.0,2
1,17000,550,Super Area,Delhi,Semi-Furnished,1,550.0,1.0,2
1,18000,650,Carpet Area,Delhi,Semi-Furnished,1,650.0,1.0,2
1,10000,50,Super Area,Delhi,Furnished,1,50.0,1.0,2
1,7500,150,Carpet Area,Delhi,Furnished,1,150.0,1.0,2
2,18000,750,Carpet Area,Delhi,Unfurnished,2,375.0,1.0,4
2,14000,750,Super Area,Delhi,Furnished,2,375.0,1.0,4
1,9000,500,Super Area,Delhi,Unfurnished,1,500.0,1.0,2
2,20000,1000,Super Area,Delhi,Semi-Furnished,2,500.0,1.0,4
1,6000,400,Super Area,Delhi,Unfurnished,1,400.0,1.0,2
1,5000,450,Super Area,Delhi,Unfurnished,1,450.0,1.0,2
1,10000,450,Super Area,Delhi,Unfurnished,1,450.0,1.0,2
2,13500,550,Carpet Area,Delhi,Semi-Furnished,2,275.0,1.0,4
1,5500,400,Super Area,Delhi,Semi-Furnished,1,400.0,1.0,2
1,14000,60,Super Area,Delhi,Furnished,1,60.0,1.0,2
1,20000,700,Super Area,Delhi,Semi-Furnished,1,700.0,1.0,2
3,44300,200,Carpet Area,Delhi,Semi-Furnished,3,66.66666666666667,1.0,6
2,45000,1650,Carpet Area,Delhi,Furnished,2,825.0,1.0,4
2,30000,1150,Carpet Area,Delhi,Unfurnished,2,575.0,1.0,4
2,30000,900,Super Area,Delhi,Unfurnished,2,450.0,1.0,4
1,9500,400,Super Area,Delhi,Semi-Furnished,1,400.0,1.0,2
3,30000,2000,Super Area,Delhi,Unfurnished,3,666.6666666666666,1.0,6
1,18000,450,Carpet Area,Delhi,Furnished,1,450.0,1.0,2
1,3500,350,Super Area,Delhi,Unfurnished,1,350.0,1.0,2
1,19000,545,Super Area,Delhi,Furnished,1,545.0,1.0,2
1,12000,600,Super Area,Delhi,Furnished,1,600.0,1.0,2
3,50000,1100,Carpet Area,Delhi,Unfurnished,3,366.6666666666667,1.0,6
1,6500,500,Super Area,Delhi,Unfurnished,1,500.0,1.0,2
3,35000,150,Carpet Area,Delhi,Semi-Furnished,3,50.0,1.0,6
1,18000,300,Carpet Area,Delhi,Semi-Furnished,1,300.0,1.0,2
3,30000,1800,Carpet Area,Delhi,Semi-Furnished,3,600.0,1.0,6
1,16000,400,Carpet Area,Delhi,Semi-Furnished,1,400.0,1.0,2
2,21000,600,Carpet Area,Delhi,Semi-Furnished,2,300.0,1.0,4
2,20000,600,Carpet Area,Delhi,Semi-Furnished,2,300.0,1.0,4
2,13000,720,Super Area,Delhi,Semi-Furnished,2,360.0,1.0,4
2,20000,900,Carpet Area,Delhi,Semi-Furnished,2,450.0,1.0,4
1,13000,550,Carpet Area,Delhi,Semi-Furnished,1,550.0,1.0,2
2,10000,470,Super Area,Delhi,Furnished,2,235.0,1.0,4
1,20000,400,Carpet Area,Delhi,Furnished,1,400.0,1.0,2
3,25000,1500,Carpet Area,Delhi,Semi-Furnished,3,500.0,1.0,6
2,22000,1000,Super Area,Delhi,Semi-Furnished,2,500.0,1.0,4
2,14000,800,Super Area,Delhi,Unfurnished,2,400.0,1.0,4
2,18500,1000,Super Area,Delhi,Semi-Furnished,2,500.0,1.0,4
1,8500,550,Carpet Area,Delhi,Unfurnished,1,550.0,1.0,2
1,8000,450,Carpet Area,Delhi,Unfurnished,1,450.0,1.0,2
2,10000,670,Super Area,Delhi,Furnished,2,335.0,1.0,4
2,13000,550,Carpet Area,Delhi,Unfurnished,2,275.0,1.0,4
2,12000,1000,Super Area,Delhi,Unfurnished,2,500.0,1.0,4
1,9000,65,Super Area,Delhi,Unfurnished,1,65.0,1.0,2
1,15000,250,Carpet Area,Delhi,Furnished,1,250.0,1.0,2
2,12500,900,Super Area,Delhi,Unfurnished,2,450.0,1.0,4
3,30000,900,Carpet Area,Delhi,Semi-Furnished,3,300.0,1.0,6
2,9500,650,Super Area,Delhi,Unfurnished,2,325.0,1.0,4
2,15000,900,Super Area,Delhi,Semi-Furnished,2,450.0,1.0,4
1,12000,800,Super Area,Delhi,Semi-Furnished,1,800.0,1.0,2
1,8000,410,Carpet Area,Delhi,Unfurnished,1,410.0,1.0,2
2,30000,1400,Carpet Area,Delhi,Semi-Furnished,2,700.0,1.0,4
3,60000,1600,Super Area,Delhi,Semi-Furnished,3,533.3333333333334,1.0,6
3,55000,1150,Carpet Area,Delhi,Unfurnished,3,383.3333333333333,1.0,6
1,6500,300,Super Area,Delhi,Furnished,1,300.0,1.0,2
2,17000,750,Carpet Area,Delhi,Semi-Furnished,2,375.0,1.0,4
1,9300,450,Carpet Area,Delhi,Semi-Furnished,1,450.0,1.0,2
1,15000,650,Carpet Area,Delhi,Furnished,1,650.0,1.0,2
2,20000,810,Super Area,Delhi,Semi-Furnished,2,405.0,1.0,4
2,40000,1125,Super Area,Delhi,Furnished,2,562.5,1.0,4
2,8000,600,Super Area,Delhi,Unfurnished,2,300.0,1.0,4
1,10000,240,Super Area,Delhi,Semi-Furnished,1,240.0,1.0,2
2,18000,900,Carpet Area,Delhi,Semi-Furnished,2,450.0,1.0,4
3,27000,1250,Carpet Area,Delhi,Unfurnished,3,416.6666666666667,1.0,6
2,17000,650,Carpet Area,Delhi,Unfurnished,2,325.0,1.0,4
2,22999,756,Carpet Area,Delhi,Semi-Furnished,2,378.0,1.0,4
2,40000,900,Carpet Area,Delhi,Furnished,2,450.0,1.0,4
1,14000,100,Super Area,Delhi,Furnished,1,100.0,1.0,2
2,20000,950,Carpet Area,Delhi,Semi-Furnished,2,475.0,1.0,4
1,5500,200,Carpet Area,Delhi,Furnished,1,200.0,1.0,2
2,32000,900,Carpet Area,Delhi,Furnished,2,450.0,1.0,4
3,25000,1400,Carpet Area,Delhi,Unfurnished,3,466.6666666666667,1.0,6
2,28000,100,Carpet Area,Delhi,Semi-Furnished,2,50.0,1.0,4
2,22000,100,Super Area,Delhi,Semi-Furnished,2,50.0,1.0,4
1,21000,100,Super Area,Delhi,Semi-Furnished,1,100.0,1.0,2
2,30000,1000,Super Area,Delhi,Semi-Furnished,2,500.0,1.0,4
1,12000,400,Carpet Area,Delhi,Unfurnished,1,400.0,1.0,2
1,15000,70,Super Area,Delhi,Unfurnished,1,70.0,1.0,2
1,18000,450,Carpet Area,Delhi,Furnished,1,450.0,1.0,2
1,16000,400,Carpet Area,Delhi,Furnished,1,400.0,1.0,2
2,20000,900,Carpet Area,Delhi,Semi-Furnished,2,450.0,1.0,4
1,7000,70,Super Area,Delhi,Semi-Furnished,1,70.0,1.0,2
1,8000,500,Carpet Area,Delhi,Unfurnished,1,500.0,1.0,2
1,9500,450,Carpet Area,Delhi,Unfurnished,1,450.0,1.0,2
1,20000,400,Carpet Area,Delhi,Furnished,1,400.0,1.0,2
1,10000,450,Carpet Area,Delhi,Unfurnished,1,450.0,1.0,2
1,15000,700,Super Area,Delhi,Unfurnished,1,700.0,1.0,2
2,20000,1000,Carpet Area,Delhi,Semi-Furnished,2,500.0,1.0,4
2,16000,550,Carpet Area,Delhi,Semi-Furnished,2,275.0,1.0,4
2,23000,900,Carpet Area,Delhi,Furnished,2,450.0,1.0,4
2,25000,1100,Super Area,Delhi,Unfurnished,2,550.0,1.0,4
1,9000,600,Carpet Area,Delhi,Semi-Furnished,1,600.0,1.0,2
1,11000,450,Super Area,Delhi,Semi-Furnished,1,450.0,1.0,2
2,40000,1000,Super Area,Delhi,Furnished,2,500.0,1.0,4
3,42000,1700,Carpet Area,Delhi,Semi-Furnished,3,566.6666666666666,1.0,6
3,44000,1700,Carpet Area,Delhi,Semi-Furnished,3,566.6666666666666,1.0,6
1,11000,450,Carpet Area,Delhi,Semi-Furnished,1,450.0,1.0,2
3,40000,1350,Carpet Area,Delhi,Semi-Furnished,3,450.0,1.0,6
2,13000,650,Carpet Area,Delhi,Unfurnished,2,325.0,1.0,4
2,17500,650,Carpet Area,Delhi,Semi-Furnished,2,325.0,1.0,4
3,14500,1250,Carpet Area,Delhi,Unfurnished,3,416.6666666666667,1.0,6
1,10000,500,Super Area,Delhi,Semi-Furnished,1,500.0,1.0,2
1,10000,500,Carpet Area,Delhi,Semi-Furnished,1,500.0,1.0,2
2,32000,1150,Super Area,Delhi,Unfurnished,2,575.0,1.0,4
1,6000,50,Carpet Area,Delhi,Semi-Furnished,1,50.0,1.0,2
1,5500,200,Super Area,Delhi,Unfurnished,1,200.0,1.0,2
2,7000,350,Super Area,Delhi,Semi-Furnished,2,175.0,1.0,4
1,17000,400,Carpet Area,Delhi,Furnished,1,400.0,1.0,2
1,18000,700,Super Area,Delhi,Semi-Furnished,1,700.0,1.0,2
2,14000,1000,Carpet Area,Delhi,Semi-Furnished,2,500.0,1.0,4
1,17000,450,Carpet Area,Delhi,Furnished,1,450.0,1.0,2
2,23000,900,Super Area,Delhi,Semi-Furnished,2,450.0,1.0,4
1,10000,200,Carpet Area,Delhi,Unfurnished,1,200.0,1.0,2
2,35000,1300,Super Area,Delhi,Unfurnished,2,650.0,1.0,4
2,27000,1300,Carpet Area,Delhi,Furnished,2,650.0,1.0,4
1,7000,200,Carpet Area,Delhi,Unfurnished,1,200.0,1.0,2
1,5000,300,Carpet Area,Delhi,Semi-Furnished,1,300.0,1.0,2
2,30000,750,Carpet Area,Delhi,Furnished,2,375.0,1.0,4
2,25000,950,Carpet Area,Delhi,Semi-Furnished,2,475.0,1.0,4
1,6000,350,Carpet Area,Delhi,Semi-Furnished,1,350.0,1.0,2
3,45000,2000,Super Area,Delhi,Unfurnished,3,666.6666666666666,1.0,6
3,40000,180,Carpet Area,Delhi,Unfurnished,3,60.0,1.0,6
1,12500,450,Carpet Area,Delhi,Furnished,1,450.0,1.0,2
2,14000,600,Super Area,Delhi,Unfurnished,2,300.0,1.0,4
1,15000,350,Super Area,Delhi,Unfurnished,1,350.0,1.0,2
1,5000,300,Carpet Area,Delhi,Furnished,1,300.0,1.0,2
1,17000,550,Super Area,Delhi,Furnished,1,550.0,1.0,2
3,15000,900,Super Area,Delhi,Furnished,3,300.0,1.0,6
1,9000,100,Super Area,Delhi,Furnished,1,100.0,1.0,2
2,12000,500,Carpet Area,Delhi,Semi-Furnished,2,250.0,1.0,4
2,10500,500,Carpet Area,Delhi,Semi-Furnished,2,250.0,1.0,4
2,31000,1200,Super Area,Delhi,Semi-Furnished,2,600.0,1.0,4
1,9000,250,Super Area,Delhi,Semi-Furnished,1,250.0,1.0,2
2,12500,500,Carpet Area,Delhi,Semi-Furnished,2,250.0,1.0,4
2,15000,1100,Super Area,Chennai,Semi-Furnished,2,550.0,1.0,4
2,6500,1000,Super Area,Chennai,Semi-Furnished,2,500.0,1.0,4
1,15000,650,Carpet Area,Chennai,Semi-Furnished,1,650.0,1.0,2
2,15000,1000,Carpet Area,Chennai,Semi-Furnished,2,500.0,1.0,4
2,7600,700,Super Area,Chennai,Unfurnished,2,350.0,1.0,4
3,29000,1200,Carpet Area,Chennai,Semi-Furnished,3,400.0,1.0,6
3,20000,1710,Super Area,Chennai,Semi-Furnished,3,570.0,1.0,6
2,12000,600,Super Area,Chennai,Furnished,2,300.0,1.0,4
2,10500,1080,Super Area,Chennai,Unfurnished,2,540.0,1.0,4
2,29000,1300,Super Area,Chennai,Semi-Furnished,2,650.0,1.0,4
2,26000,1027,Super Area,Chennai,Semi-Furnished,2,513.5,1.0,4
3,25000,1350,Super Area,Chennai,Furnished,3,450.0,1.0,6
2,10000,950,Super Area,Chennai,Unfurnished,2,475.0,1.0,4
2,14000,1300,Super Area,Chennai,Unfurnished,2,650.0,1.0,4
2,23000,920,Carpet Area,Chennai,Semi-Furnished,2,460.0,1.0,4
2,10000,600,Carpet Area,Chennai,Semi-Furnished,2,300.0,1.0,4
2,15000,1200,Super Area,Chennai,Semi-Furnished,2,600.0,1.0,4
1,11000,550,Super Area,Chennai,Semi-Furnished,1,550.0,1.0,2
2,6000,900,Super Area,Chennai,Unfurnished,2,450.0,1.0,4
2,20000,1000,Super Area,Chennai,Semi-Furnished,2,500.0,1.0,4
1,6500,500,Super Area,Chennai,Unfurnished,1,500.0,1.0,2
2,15000,1500,Super Area,Chennai,Unfurnished,2,750.0,1.0,4
2,22000,700,Super Area,Chennai,Semi-Furnished,2,350.0,1.0,4
1,7000,400,Super Area,Chennai,Unfurnished,1,400.0,1.0,2
1,6500,500,Super Area,Chennai,Furnished,1,500.0,1.0,2
2,9000,770,Super Area,Chennai,Semi-Furnished,2,385.0,1.0,4
1,4500,150,Super Area,Chennai,Semi-Furnished,1,150.0,1.0,2
2,12000,850,Super Area,Chennai,Unfurnished,2,425.0,1.0,4
2,18000,1100,Carpet Area,Chennai,Semi-Furnished,2,550.0,1.0,4
1,5000,550,Super Area,Chennai,Unfurnished,1,550.0,1.0,2
2,14000,1000,Super Area,Chennai,Unfurnished,2,500.0,1.0,4
1,6500,250,Super Area,Chennai,Semi-Furnished,1,250.0,1.0,2
2,10000,790,Carpet Area,Chennai,Semi-Furnished,2,395.0,1.0,4
2,13000,600,Super Area,Chennai,Semi-Furnished,2,300.0,1.0,4
2,11200,700,Super Area,Chennai,Unfurnished,2,350.0,1.0,4
1,8900,550,Carpet Area,Chennai,Unfurnished,1,550.0,1.0,2
1,12000,500,Super Area,Chennai,Unfurnished,1,500.0,1.0,2
3,45000,1800,Carpet Area,Chennai,Unfurnished,3,600.0,1.0,6
3,34999,1462,Carpet Area,Chennai,Semi-Furnished,3,487.3333333333333,1.0,6
2,11000,970,Carpet Area,Chennai,Semi-Furnished,2,485.0,1.0,4
2,15000,674,Carpet Area,Chennai,Unfurnished,2,337.0,1.0,4
2,10000,750,Carpet Area,Chennai,Unfurnished,2,375.0,1.0,4
2,12000,1000,Super Area,Chennai,Semi-Furnished,2,500.0,1.0,4
2,10000,1030,Carpet Area,Chennai,Semi-Furnished,2,515.0,1.0,4
3,40000,1800,Carpet Area,Chennai,Unfurnished,3,600.0,1.0,6
2,24000,1100,Super Area,Chennai,Unfurnished,2,550.0,1.0,4
2,12000,985,Super Area,Chennai,Unfurnished,2,492.5,1.0,4
2,30000,1200,Carpet Area,Chennai,Semi-Furnished,2,600.0,1.0,4
2,10000,1200,Super Area,Chennai,Unfurnished,2,600.0,1.0,4
2,15000,900,Super Area,Chennai,Unfurnished,2,450.0,1.0,4
2,33000,800,Carpet Area,Chennai,Unfurnished,2,400.0,1.0,4
2,9000,800,Super Area,Chennai,Semi-Furnished,2,400.0,1.0,4
3,30000,1500,Super Area,Chennai,Semi-Furnished,3,500.0,1.0,6
2,13000,680,Super Area,Chennai,Unfurnished,2,340.0,1.0,4
2,15000,800,Super Area,Chennai,Semi-Furnished,2,400.0,1.0,4
2,12000,875,Super Area,Chennai,Semi-Furnished,2,437.5,1.0,4
2,20000,880,Carpet Area,Chennai,Semi-Furnished,2,440.0,1.0,4
3,36000,1500,Super Area,Chennai,Semi-Furnished,3,500.0,1.0,6
2,10000,950,Super Area,Chennai,Unfurnished,2,475.0,1.0,4
2,16000,850,Super Area,Chennai,Semi-Furnished,2,425.0,1.0,4
1,6000,700,Super Area,Chennai,Semi-Furnished,1,700.0,1.0,2
1,6000,450,Super Area,Chennai,Unfurnished,1,450.0,1.0,2
1,6500,400,Super Area,Chennai,Unfurnished,1,400.0,1.0,2
1,3000,350,Super Area,Chennai,Unfurnished,1,350.0,1.0,2
3,27000,1650,Carpet Area,Chennai,Semi-Furnished,3,550.0,1.0,6
3,40000,1600,Super Area,Chennai,Semi-Furnished,3,533.3333333333334,1.0,6
2,15000,700,Carpet Area,Chennai,Unfurnished,2,350.0,1.0,4
2,8000,800,Super Area,Chennai,Semi-Furnished,2,400.0,1.0,4
3,34000,2120,Super Area,Chennai,Furnished,3,706.6666666666666,1.0,6
1,7500,560,Super Area,Chennai,Unfurnished,1,560.0,1.0,2
1,14000,420,Carpet Area,Chennai,Unfurnished,1,420.0,1.0,2
2,15000,1000,Built Area,Chennai,Furnished,2,500.0,1.0,4
3,21000,1330,Super Area,Chennai,Semi-Furnished,3,443.3333333333333,1.0,6
2,15000,1200,Super Area,Chennai,Furnished,2,600.0,1.0,4
1,6000,350,Super Area,Chennai,Unfurnished,1,350.0,1.0,2
2,13500,1210,Super Area,Chennai,Semi-Furnished,2,605.0,1.0,4
2,10000,750,Carpet Area,Chennai,Unfurnished,2,375.0,1.0,4
3,15000,1150,Carpet Area,Chennai,Semi-Furnished,3,383.3333333333333,1.0,6
2,11000,800,Carpet Area,Chennai,Unfurnished,2,400.0,1.0,4
2,12000,930,Carpet Area,Chennai,Furnished,2,465.0,1.0,4
2,20000,800,Carpet Area,Chennai,Semi-Furnished,2,400.0,1.0,4
2,24000,850,Super Area,Chennai,Unfurnished,2,425.0,1.0,4
2,16000,650,Super Area,Chennai,Semi-Furnished,2,325.0,1.0,4
3,30000,1800,Carpet Area,Chennai,Semi-Furnished,3,600.0,1.0,6
2,10000,950,Super Area,Chennai,Semi-Furnished,2,475.0,1.0,4
1,9000,400,Super Area,Chennai,Unfurnished,1,400.0,1.0,2
2,9000,575,Carpet Area,Chennai,Semi-Furnished,2,287.5,1.0,4
2,15000,1234,Super Area,Chennai,Semi-Furnished,2,617.0,1.0,4
2,12000,870,Carpet Area,Chennai,Semi-Furnished,2,435.0,1.0,4
2,20000,1162,Super Area,Chennai,Semi-Furnished,2,581.0,1.0,4
1,8000,500,Super Area,Chennai,Unfurnished,1,500.0,1.0,2
1,6800,600,Super Area,Chennai,Unfurnished,1,600.0,1.0,2
3,14000,1600,Carpet Area,Chennai,Furnished,3,533.3333333333334,1.0,6
3,50000,1600,Carpet Area,Chennai,Semi-Furnished,3,533.3333333333334,1.0,6
1,8000,400,Carpet Area,Chennai,Unfurnished,1,400.0,1.0,2
2,16000,1000,Super Area,Chennai,Semi-Furnished,2,500.0,1.0,4
2,15000,600,Carpet Area,Chennai,Unfurnished,2,300.0,1.0,4
2,15000,750,Carpet Area,Chennai,Unfurnished,2,375.0,1.0,4
2,15000,700,Super Area,Chennai,Semi-Furnished,2,350.0,1.0,4
1,9000,500,Super Area,Chennai,Semi-Furnished,1,500.0,1.0,2
1,6500,700,Super Area,Chennai,Unfurnished,1,700.0,1.0,2
3,49000,1700,Carpet Area,Chennai,Furnished,3,566.6666666666666,1.0,6
2,15000,830,Super Area,Chennai,Semi-Furnished,2,415.0,1.0,4
3,40000,1550,Carpet Area,Chennai,Unfurnished,3,516.6666666666666,1.0,6
1,8000,200,Super Area,Chennai,Semi-Furnished,1,200.0,1.0,2
2,17500,1200,Carpet Area,Chennai,Semi-Furnished,2,600.0,1.0,4
3,8500,1261,Carpet Area,Chennai,Semi-Furnished,3,420.3333333333333,1.0,6
2,11000,425,Carpet Area,Chennai,Semi-Furnished,2,212.5,1.0,4
2,12500,940,Super Area,Chennai,Unfurnished,2,470.0,1.0,4
2,14000,700,Super Area,Chennai,Unfurnished,2,350.0,1.0,4
2,25000,1145,Super Area,Chennai,Semi-Furnished,2,572.5,1.0,4
2,18000,750,Super Area,Chennai,Semi-Furnished,2,375.0,1.0,4
3,17000,1250,Super Area,Chennai,Semi-Furnished,3,416.6666666666667,1.0,6
2,8500,900,Super Area,Chennai,Unfurnished,2,450.0,1.0,4
2,22000,800,Super Area,Chennai,Semi-Furnished,2,400.0,1.0,4
2,15000,900,Super Area,Chennai,Semi-Furnished,2,450.0,1.0,4
1,5000,250,Super Area,Chennai,Unfurnished,1,250.0,1.0,2
2,10000,910,Super Area,Chennai,Semi-Furnished,2,455.0,1.0,4
3,15000,1350,Super Area,Chennai,Unfurnished,3,450.0,1.0,6
3,34500,450,Carpet Area,Chennai,Semi-Furnished,3,150.0,1.0,6
1,8000,600,Super Area,Chennai,Unfurnished,1,600.0,1.0,2
2,22000,800,Carpet Area,Chennai,Unfurnished,2,400.0,1.0,4
2,13000,850,Carpet Area,Chennai,Unfurnished,2,425.0,1.0,4
2,6500,1000,Super Area,Chennai,Semi-Furnished,2,500.0,1.0,4
2,18000,900,Carpet Area,Chennai,Semi-Furnished,2,450.0,1.0,4
1,8500,400,Carpet Area,Chennai,Unfurnished,1,400.0,1.0,2
2,12000,900,Super Area,Chennai,Semi-Furnished,2,450.0,1.0,4
2,18000,805,Super Area,Chennai,Semi-Furnished,2,402.5,1.0,4
2,19000,1200,Super Area,Chennai,Unfurnished,2,600.0,1.0,4
2,12000,800,Super Area,Chennai,Furnished,2,400.0,1.0,4
1,5700,400,Super Area,Chennai,Unfurnished,1,400.0,1.0,2
1,15000,450,Super Area,Chennai,Unfurnished,1,450.0,1.0,2
2,11000,960,Super Area,Chennai,Semi-Furnished,2,480.0,1.0,4
2,18000,970,Super Area,Chennai,Furnished,2,485.0,1.0,4
2,9500,1000,Super Area,Chennai,Unfurnished,2,500.0,1.0,4
2,12000,900,Carpet Area,Chennai,Semi-Furnished,2,450.0,1.0,4
2,8000,800,Super Area,Chennai,Semi-Furnished,2,400.0,1.0,4
2,16000,800,Super Area,Chennai,Unfurnished,2,400.0,1.0,4
2,10000,898,Super Area,Chennai,Semi-Furnished,2,449.0,1.0,4
2,15000,800,Carpet Area,Chennai,Semi-Furnished,2,400.0,1.0,4
3,30000,2000,Carpet Area,Chennai,Furnished,3,666.6666666666666,1.0,6
2,16000,870,Super Area,Chennai,Unfurnished,2,435.0,1.0,4
2,14000,1100,Carpet Area,Chennai,Semi-Furnished,2,550.0,1.0,4
2,10000,650,Carpet Area,Chennai,Unfurnished,2,325.0,1.0,4
2,11500,1250,Carpet Area,Chennai,Semi-Furnished,2,625.0,1.0,4
2,11000,1145,Super Area,Chennai,Unfurnished,2,572.5,1.0,4
2,10000,780,Super Area,Chennai,Semi-Furnished,2,390.0,1.0,4
1,7000,680,Super Area,Chennai,Unfurnished,1,680.0,1.0,2
2,18000,860,Super Area,Chennai,Semi-Furnished,2,430.0,1.0,4
1,7500,600,Super Area,Chennai,Unfurnished,1,600.0,1.0,2
2,12000,800,Super Area,Chennai,Unfurnished,2,400.0,1.0,4
2,12000,570,Carpet Area,Chennai,Unfurnished,2,285.0,1.0,4
2,40000,1150,Super Area,Chennai,Furnished,2,575.0,1.0,4
1,5000,350,Super Area,Chennai,Unfurnished,1,350.0,1.0,2
2,20000,894,Super Area,Chennai,Semi-Furnished,2,447.0,1.0,4
1,6500,600,Super Area,Chennai,Semi-Furnished,1,600.0,1.0,2
1,12000,550,Super Area,Chennai,Unfurnished,1,550.0,1.0,2
2,14000,717,Super Area,Chennai,Semi-Furnished,2,358.5,1.0,4
2,13000,660,Carpet Area,Chennai,Semi-Furnished,2,330.0,1.0,4
1,9000,700,Carpet Area,Chennai,Semi-Furnished,1,700.0,1.0,2
1,10000,800,Super Area,Chennai,Semi-Furnished,1,800.0,1.0,2
2,15000,1000,Super Area,Chennai,Semi-Furnished,2,500.0,1.0,4
2,19000,1500,Super Area,Chennai,Semi-Furnished,2,750.0,1.0,4
2,15000,900,Super Area,Chennai,Unfurnished,2,450.0,1.0,4
2,16000,1700,Super Area,Chennai,Unfurnished,2,850.0,1.0,4
2,12000,900,Super Area,Chennai,Semi-Furnished,2,450.0,1.0,4
2,11000,805,Super Area,Chennai,Unfurnished,2,402.5,1.0,4
2,8000,750,Super Area,Chennai,Unfurnished,2,375.0,1.0,4
2,10000,1000,Super Area,Chennai,Furnished,2,500.0,1.0,4
3,60000,1700,Carpet Area,Chennai,Semi-Furnished,3,566.6666666666666,1.0,6
2,12000,1000,Super Area,Chennai,Semi-Furnished,2,500.0,1.0,4
2,23000,1100,Super Area,Chennai,Furnished,2,550.0,1.0,4
2,16000,900,Carpet Area,Chennai,Semi-Furnished,2,450.0,1.0,4
2,14000,840,Super Area,Chennai,Semi-Furnished,2,420.0,1.0,4
2,14000,800,Super Area,Chennai,Unfurnished,2,400.0,1.0,4
1,3500,600,Super Area,Chennai,Unfurnished,1,600.0,1.0,2
1,8000,320,Super Area,Chennai,Unfurnished,1,320.0,1.0,2
2,12000,850,Super Area,Chennai,Unfurnished,2,425.0,1.0,4
1,7000,550,Super Area,Chennai,Unfurnished,1,550.0,1.0,2
3,20000,1400,Carpet Area,Chennai,Semi-Furnished,3,466.6666666666667,1.0,6
2,18000,1300,Super Area,Chennai,Unfurnished,2,650.0,1.0,4
2,15000,1125,Super Area,Chennai,Semi-Furnished,2,562.5,1.0,4
2,11000,780,Carpet Area,Chennai,Semi-Furnished,2,390.0,1.0,4
3,38000,2100,Super Area,Chennai,Semi-Furnished,3,700.0,1.0,6
3,30000,2000,Super Area,Chennai,Unfurnished,3,666.6666666666666,1.0,6
1,9000,700,Super Area,Chennai,Semi-Furnished,1,700.0,1.0,2
3,25000,2000,Super Area,Chennai,Semi-Furnished,3,666.6666666666666,1.0,6
2,9000,600,Carpet Area,Chennai,Unfurnished,2,300.0,1.0,4
1,7000,300,Super Area,Chennai,Unfurnished,1,300.0,1.0,2
2,25000,800,Carpet Area,Chennai,Semi-Furnished,2,400.0,1.0,4
2,8500,850,Super Area,Chennai,Unfurnished,2,425.0,1.0,4
1,6500,450,Carpet Area,Chennai,Semi-Furnished,1,450.0,1.0,2
1,7000,500,Super Area,Chennai,Unfurnished,1,500.0,1.0,2
1,4500,115,Super Area,Chennai,Unfurnished,1,115.0,1.0,2
